2018	9	19	15	40	4.666748e+01	
2018	9	19	15	40	5.668151e+01	
2018	9	19	15	41	6.699370e+00	
2018	9	19	15	41	1.673207e+01	
2018	9	19	15	41	2.674991e+01	
2018	9	19	15	41	3.676498e+01	
2018	9	19	15	41	4.677439e+01	
2018	9	19	15	41	5.678903e+01	
2018	9	19	15	42	6.815472e+00	
2018	9	19	15	42	1.683553e+01	
2018	9	19	15	42	2.684864e+01	
2018	9	19	15	42	3.686689e+01	
2018	9	19	15	42	4.689189e+01	
2018	9	19	15	42	5.690358e+01	
2018	9	19	15	43	6.912023e+00	
2018	9	19	15	43	1.694047e+01	
2018	9	19	15	43	2.696610e+01	
2018	9	19	15	43	3.697547e+01	
2018	9	19	15	43	4.698581e+01	
2018	9	19	15	43	5.700327e+01	
2018	9	19	15	44	7.024373e+00	
2018	9	19	15	44	1.704135e+01	
2018	9	19	15	44	2.707495e+01	
2018	9	19	15	44	3.709540e+01	
2018	9	19	15	44	4.713441e+01	
2018	9	19	15	44	5.715534e+01	
2018	9	19	15	45	7.183199e+00	
2018	9	19	15	45	1.721354e+01	
2018	9	19	15	45	2.723859e+01	
2018	9	19	15	45	3.726129e+01	
2018	9	19	15	45	4.729090e+01	
2018	9	19	15	45	5.731394e+01	
2018	9	19	15	46	7.328642e+00	
2018	9	19	15	46	1.734911e+01	
2018	9	19	15	46	2.736896e+01	
2018	9	19	15	46	3.738645e+01	
2018	9	19	15	46	4.739828e+01	
2018	9	19	15	46	5.742138e+01	
2018	9	19	15	47	7.448167e+00	
2018	9	19	15	47	1.747134e+01	
2018	9	19	15	47	2.748867e+01	
2018	9	19	15	47	3.751966e+01	
2018	9	19	15	47	4.753353e+01	
2018	9	19	15	47	5.755705e+01	
2018	9	19	15	48	7.583339e+00	
2018	9	19	15	48	1.760746e+01	
2018	9	19	15	48	2.762009e+01	
2018	9	19	15	48	3.764009e+01	
2018	9	19	15	48	4.765824e+01	
2018	9	19	15	48	5.767565e+01	
2018	9	19	15	49	7.698526e+00	
2018	9	19	15	49	1.771361e+01	
2018	9	19	15	49	2.775042e+01	
2018	9	19	15	49	3.776952e+01	
2018	9	19	15	49	4.779955e+01	
2018	9	19	15	49	5.783130e+01	
2018	9	19	15	50	7.850043e+00	
2018	9	19	15	50	1.787144e+01	
2018	9	19	15	50	2.790283e+01	
2018	9	19	15	50	3.793959e+01	
2018	9	19	15	50	4.797732e+01	
2018	9	19	15	50	5.799853e+01	
2018	9	19	15	51	8.014908e+00	
2018	9	19	15	51	1.802852e+01	
2018	9	19	15	51	2.804775e+01	
2018	9	19	15	51	3.808040e+01	
2018	9	19	15	51	4.810940e+01	
2018	9	19	15	51	5.814603e+01	
2018	9	19	15	52	8.171647e+00	
2018	9	19	15	52	1.820354e+01	
2018	9	19	15	52	2.823748e+01	
2018	9	19	15	52	3.825544e+01	
2018	9	19	15	52	4.829217e+01	
