2018	7	9	14	21	2.751851e+01	
2018	7	9	14	21	3.752599e+01	
2018	7	9	14	21	4.753368e+01	
2018	7	9	14	21	5.756047e+01	
2018	7	9	14	22	7.574699e+00	
2018	7	9	14	22	1.757836e+01	
2018	7	9	14	22	2.759020e+01	
2018	7	9	14	22	3.761502e+01	
2018	7	9	14	22	4.762328e+01	
2018	7	9	14	22	5.764063e+01	
2018	7	9	14	23	7.659606e+00	
2018	7	9	14	23	1.767363e+01	
2018	7	9	14	23	2.769285e+01	
2018	7	9	14	23	3.771854e+01	
2018	7	9	14	23	4.774842e+01	
2018	7	9	14	23	5.777170e+01	
2018	7	9	14	24	7.787294e+00	
2018	7	9	14	24	1.779653e+01	
2018	7	9	14	24	2.782906e+01	
2018	7	9	14	24	3.785180e+01	
2018	7	9	14	24	4.786746e+01	
2018	7	9	14	24	5.787750e+01	
2018	7	9	14	25	7.904834e+00	
2018	7	9	14	25	1.792112e+01	
2018	7	9	14	25	2.794102e+01	
2018	7	9	14	25	3.796661e+01	
2018	7	9	14	25	4.798486e+01	
2018	7	9	14	25	5.801473e+01	
2018	7	9	14	26	8.040941e+00	
2018	7	9	14	26	1.806771e+01	
2018	7	9	14	26	2.808967e+01	
2018	7	9	14	26	3.809773e+01	
2018	7	9	14	26	4.812694e+01	
2018	7	9	14	26	5.813929e+01	
2018	7	9	14	27	8.164062e+00	
2018	7	9	14	27	1.819283e+01	
2018	7	9	14	27	2.821278e+01	
2018	7	9	14	27	3.824025e+01	
2018	7	9	14	27	4.827179e+01	
2018	7	9	14	27	5.829369e+01	
2018	7	9	14	28	8.312794e+00	
2018	7	9	14	28	1.833640e+01	
2018	7	9	14	28	2.837975e+01	
2018	7	9	14	28	3.841063e+01	
2018	7	9	14	28	4.842449e+01	
2018	7	9	14	28	5.844985e+01	
2018	7	9	14	29	8.464616e+00	
2018	7	9	14	29	1.848306e+01	
2018	7	9	14	29	2.850024e+01	
2018	7	9	14	29	3.854057e+01	
2018	7	9	14	29	4.856267e+01	
2018	7	9	14	29	5.857835e+01	
2018	7	9	14	30	8.606859e+00	
2018	7	9	14	30	1.863841e+01	
2018	7	9	14	30	2.865843e+01	
2018	7	9	14	30	3.868615e+01	
2018	7	9	14	30	4.870504e+01	
2018	7	9	14	30	5.872678e+01	
2018	7	9	14	31	8.746485e+00	
2018	7	9	14	31	1.876998e+01	
2018	7	9	14	31	2.878882e+01	
2018	7	9	14	31	3.881732e+01	
2018	7	9	14	31	4.885719e+01	
2018	7	9	14	31	5.887032e+01	
2018	7	9	14	32	8.889807e+00	
2018	7	9	14	32	1.891999e+01	
2018	7	9	14	32	2.895535e+01	
2018	7	9	14	32	3.897487e+01	
2018	7	9	14	32	4.898762e+01	
2018	7	9	14	32	5.901278e+01	
2018	7	9	14	33	9.040311e+00	
2018	7	9	14	33	1.908184e+01	
2018	7	9	14	33	2.910112e+01	
2018	7	9	14	33	3.913691e+01	
2018	7	9	14	33	4.916284e+01	
2018	7	9	14	33	5.918699e+01	
2018	7	9	14	34	9.228164e+00	
2018	7	9	14	34	1.924896e+01	
2018	7	9	14	34	2.927668e+01	
2018	7	9	14	34	3.931359e+01	
2018	7	9	14	34	4.933987e+01	
2018	7	9	14	34	5.937750e+01	
2018	7	9	14	35	9.405223e+00	
2018	7	9	14	35	1.943212e+01	
2018	7	9	14	35	2.947176e+01	
2018	7	9	14	35	3.950216e+01	
2018	7	9	14	35	4.953603e+01	
2018	7	9	14	35	5.955440e+01	
2018	7	9	14	36	9.573786e+00	
2018	7	9	14	36	1.962061e+01	
2018	7	9	14	36	2.964183e+01	
2018	7	9	14	36	3.966138e+01	
2018	7	9	14	36	4.968903e+01	
2018	7	9	14	36	5.971476e+01	
